iter	Logloss
830	0.2387795584
831	0.2387695229
832	0.2387369628
833	0.2387123988
834	0.2386696736
835	0.2386158833
836	0.238569157
837	0.2385349254
838	0.2385079588
839	0.238461071
840	0.2384070336
841	0.2383507187
842	0.2382972171
843	0.2382265249
844	0.2381919918
845	0.2381750782
846	0.2381254871
847	0.2380864599
848	0.2380691259
849	0.2380257761
850	0.2379860992
851	0.2379430704
852	0.2379144407
853	0.2378592228
854	0.2378351293
855	0.2378120066
856	0.2377772975
857	0.2377589628
858	0.2377269822
859	0.2376977712
860	0.2376786252
861	0.2376467713
862	0.2376115753
863	0.2375830792
864	0.2375072715
865	0.237487946
866	0.2374513302
867	0.2373894574
868	0.237370354
869	0.2373455619
870	0.2372914774
871	0.237187321
872	0.2371730011
873	0.2371266554
874	0.2371063069
875	0.237059312
876	0.2370301092
877	0.2370024586
878	0.2369847152
879	0.2369481938
880	0.2369177515
881	0.2368835109
882	0.2368625524
883	0.2368341574
884	0.2368007842
885	0.2367629151
886	0.2367372297
887	0.2367082935
888	0.2366742691
889	0.2366387048
890	0.2365889565
891	0.2365611239
892	0.2365347226
893	0.2364923393
894	0.2364701895
895	0.2364355014
896	0.2364081007
897	0.2363663345
898	0.2363253262
899	0.2362776309
900	0.2362429286
901	0.2361942643
902	0.2361277338
903	0.2360913491
904	0.2360742577
905	0.236021171
906	0.2359850708
907	0.2359469152
908	0.2359073004
909	0.2358722615
910	0.2358497333
911	0.2358231703
912	0.2357859642
913	0.2357736216
914	0.2357418039
915	0.2357258129
916	0.2356860693
917	0.2356666697
918	0.2356391729
919	0.235610383
920	0.2355962019
921	0.2355399739
922	0.2354866309
923	0.2354457348
924	0.2353978558
925	0.2353643117
926	0.2353405261
927	0.2353123549
928	0.2352829211
929	0.2352528628
930	0.2352391963
931	0.2352050675
932	0.2350945222
933	0.2350617116
934	0.2350109526
935	0.2349804129
936	0.2349319266
937	0.2348962452
938	0.2348806766
939	0.234870248
940	0.2348312153
941	0.2347530633
942	0.2347383524
943	0.2346897172
944	0.2346753889
945	0.2346396886
946	0.2346147325
947	0.2345694759
948	0.2345418621
949	0.234504382
950	0.2344543856
951	0.2344088676
952	0.234343629
953	0.2343037011
954	0.2342670532
955	0.2342176354
956	0.2342038048
957	0.234197196
958	0.2341576192
959	0.2340923788
960	0.2340470635
961	0.2340193233
962	0.2340059013
963	0.2339695417
964	0.233933013
965	0.2339164283
966	0.2338947809
967	0.2338584186
968	0.2338277351
969	0.2338094891
970	0.2337812798
971	0.2337680066
972	0.2337238936
973	0.2336816312
974	0.2336480216
975	0.233596132
976	0.2335623367
977	0.2335294779
978	0.233499346
979	0.2334753777
980	0.2334236952
981	0.2334025401
982	0.2333894967
983	0.2333601041
984	0.2333273693
985	0.2332866681
986	0.2332599075
987	0.2332469448
988	0.2332042774
989	0.2331608095
990	0.2331225705
991	0.2331038134
992	0.2330670047
993	0.2330214735
994	0.2329542712
995	0.2329235479
996	0.2328829788
997	0.2328397208
998	0.2328082759
999	0.2327572936
